Link
https://www.bangkokpost.com/learning/learning-entertainment/1303715/to-die-for
https://www.bangkokpost.com/opinion/opinion/1303415/facebook-too-big-a-platform-to-allow-fake-users
https://www.bangkokpost.com/opinion/opinion/1133365/the-flipside-to-nott
https://www.bangkokpost.com/tech/536267/twitter-moves-to-stem-violent-threats-abuse
https://www.bangkokpost.com/world/432970/philippine-agents-arrest-43-in-cybersex-raids
https://www.bangkokpost.com/tech/215528/philippine-police-arrest-36-in-cybersex-raid
https://www.bangkokpost.com/thailand/general/1909560/cops-nab-online-trickster-over-sextortion-scam
https://www.bangkokpost.com/business/700812/sextortion-a-blind-spot-in-fight-against-corruption
https://www.bangkokpost.com/tech/598136/google-acts-to-curb-revenge-porn-from-search-results
https://www.bangkokpost.com/world/407786/58-arrests-in-global-extortion-racket
https://www.bangkokpost.com/world/371795/man-arrested-for-extortion-involving-miss-teen-usa
https://www.bangkokpost.com/world/1801699/bullying-debate-after-death-of-k-pop-star-goo-hara
https://www.bangkokpost.com/world/1649208/k-pop-star-jung-arrested-for-filming-sharing-sex-video
https://www.bangkokpost.com/tech/1227663/facebook-to-use-photo-matching-to-block-repeat-revenge-porn
https://www.bangkokpost.com/world/1973583/fury-at-singapores-weak-penalties-for-attacks-on-women
https://www.bangkokpost.com/tech/631452/microsoft-joins-effort-to-curb-revenge-porn
https://www.bangkokpost.com/business/1938840/get-a-grip-on-bullying
https://www.bangkokpost.com/life/arts-and-entertainment/1803054/k-pop-star-koo-hara-left-pessimistic-note-police-say
https://www.bangkokpost.com/opinion/opinion/1781299/browbeating-bullies
