Link
https://www.bangkokpost.com/business/1958095/pandemic-of-abuse
https://www.bangkokpost.com/life/social-and-lifestyle/1839504/an-imbalance-of-power
https://www.bangkokpost.com/thailand/general/1195113/vile-uk-paedophile-receives-13-life-sentences
https://www.bangkokpost.com/world/1958875/police-search-german-allotment-garden-in-madeleine-mccann-case
https://www.bangkokpost.com/thailand/general/1946232/reenactment-of-child-rape-sparks-anger
https://www.bangkokpost.com/learning/easy/1941556/man-held-for-child-rape-claims-girl-fell-in-love-with-him
https://www.bangkokpost.com/life/social-and-lifestyle/1935600/fighting-a-shadow-pandemic
https://www.bangkokpost.com/thailand/general/1933100/man-charged-with-rape-of-nieces-5-year-old-daughter
https://www.bangkokpost.com/life/social-and-lifestyle/1927492/culture-of-rape
https://www.bangkokpost.com/thailand/general/1924064/checks-on-teachers-for-past-abuse
https://www.bangkokpost.com/thailand/special-reports/1923208/school-sex-abuse-cases-spark-alarm
https://www.bangkokpost.com/thailand/general/1923156/blind-trust-can-lead-kids-to-peril
https://www.bangkokpost.com/thailand/general/1920692/university-couple-at-centre-of-scandal-suspended-from-duty
https://www.bangkokpost.com/thailand/general/1920364/lecturer-denies-rape-of-own-kids
https://www.bangkokpost.com/thailand/general/1920124/korat-lecturer-charged-with-sexual-abuse-of-his-children
https://www.bangkokpost.com/thailand/general/1917584/unicef-condemns-rape-case
https://www.bangkokpost.com/world/1917392/south-korea-raises-age-of-consent-from-13-to-16
https://www.bangkokpost.com/thailand/general/1916904/witness-protection-sought-by-advocate
https://www.bangkokpost.com/thailand/general/1916320/gang-rape-charges-mount
https://www.bangkokpost.com/world/1857489/world-standing-by-as-children-harmed-by-conflict-charity
https://www.bangkokpost.com/world/1852734/man-charged-with-raping-five-year-old-girl-at-us-embassy-in-delhi
https://www.bangkokpost.com/thailand/general/1835689/man-accused-of-raping-granddaughter
https://www.bangkokpost.com/life/arts-and-entertainment/1789909/the-kids-arent-alright
